,delta_time
1366,3.4028296508986386
1367,82.61160952605198
1368,143.73413941492242
1369,434.62541588327895
1370,271.5619604761458
1371,263.45942043831946
1372,355.14083805365124
1373,166.83571202167752
1374,172.67766616435156
1375,129.62347576446564
1376,80.33954592583359
1377,239.60769143868063
1378,360.00892758474015
1379,278.7981114678443
1380,-69.44456299136425
1381,275.3896433572398
1382,275.38783424246344
1383,147.78908916039455
1384,213.77696900700124
1385,318.21017435246677
1386,264.7399777061667
1387,5.443827572508894
1388,743.8910199984812
1389,55.34603139576268
1390,229.12045057438252
1391,261.25019078466784
1392,119.08896774180417
1393,98.84146810607018
1394,123.66444002604513
1395,143.06762447191602
1396,119.55662410004436
1397,267.4033995987569
1398,31.22580733210384
1399,260.53940147109756
1400,190.77269383892678
1401,508.9701815950257
1402,137.66605525096105
1403,514.1935065238065
1404,421.4091836438471
1405,583.8727060374977
1406,341.341584453244
1407,353.4504126828426
1408,173.5996366370057
1409,173.34897548482365
1410,36.522355019481665
1411,201.31311367039018
1412,234.87471006448837
1413,342.85853047243097
1414,449.5720128459904
1415,189.23780491059887
1416,362.1286370883462
1417,195.0347910035205
1418,213.02469465167883
1419,264.82006392169626
1420,175.7262053263874
1421,143.2314722431536
1422,242.59358855238804
1423,107.85019160450705
1424,564.4394495059768
1425,682.3209401508639
1426,261.7867365970456
1427,55.953519415695666
1428,492.2972886319305
1429,144.9338109937765
1430,115.78205006615067
1431,225.0877743249418
1432,589.2737491591987
1433,27.044580690570115
1434,176.34188422290987
1435,151.9445202104652
1436,125.27141526154873
1437,388.8152562941846
1438,628.9017002511886
1439,181.80623289045184
1440,213.09958052713807
1441,166.83643892496903
1442,112.87695184795933
1443,186.66302951217745
1444,219.92315423710625
1445,300.85599805957077
1446,334.72427851931997
1447,448.8503299642067
1448,130.09502891255244
1449,110.6127211422982
1450,396.78611851616495
1451,-7.748771747342403
1452,247.91834973027403
1453,442.7382728162925
1454,268.99634704432543
1455,348.06424079347937
1456,182.3601697177113
1457,216.60355259492155
1458,307.75602793683004
1459,164.2438546270767
1460,459.04619003217596
1461,88.82008440209682
1462,384.2282321155469
1463,198.5109740946096
1464,244.95556050806988
1465,122.20850352247896
1466,164.75790531211914
1467,471.7118649550799
1468,465.9404840742346
1469,505.7458491182055
1470,472.8320798916851
1471,323.81668625024497
1472,319.18283052387096
1473,345.54717624473244
1474,279.7611016125188
1475,102.19903892888118
1476,231.2308475657586
1477,567.0769479889323
1478,322.97311773158583
1479,180.609990365591
1480,231.85876774391457
1481,69.98283414407086
1482,495.02584882860054
1483,277.77953530271276
1484,107.87005458116832
1485,394.5209802844021
1486,431.6119940629834
1487,165.67265128198352
1488,354.6936942275543
1489,303.07712528747965
1490,255.4878151675506
1491,381.530782073195
1492,217.65827311995855
1493,160.48468072786778
1494,205.6671174583844
1495,457.59373377729514
1496,267.79633423174585
1497,179.23412474115008
1498,402.50068439229585
1499,165.2728659838208
1500,295.49483223229515
1501,235.22375263588663
1502,76.76270090686103
1503,303.7651678724241
1504,190.61493088403586
1505,382.74453005104544
1506,540.5735801589759
1507,346.7517048773663
1508,469.2862434939031
1509,249.64471345947072
1510,375.2959528099718
1511,156.20220410286538
1512,249.4651439107894
1513,267.09042739072447
1514,208.1378568876313
1515,235.59635577034214
1516,593.3735214815938
1517,337.19858287668546
1518,181.46539309101647
1519,233.5760667694429
1520,311.3076295551454
1521,275.9778345352327
1522,179.4953001782742
1523,381.1836640746787
1524,238.44139121545135
1525,482.27863915884654
1526,74.65639941410058
1527,100.8813781364064
1528,253.32489776176436
1529,521.5279061268506
1530,221.4273190921299
1531,310.8715217151291
1532,262.07938364477417
1533,260.50327556394643
1534,91.95686531296758
1535,218.7082087991709
1536,253.4438425980435
1537,261.6533218603737
1538,161.50185812334436
1539,135.95697974983494
1540,407.41399780425843
1541,428.9187848826
1542,195.8872832784524
1543,144.1378928804411
1544,134.77598556006996
1545,475.11541868288845
1546,263.3195832913043
1547,151.5462361996293
1548,403.8011865437584
1549,219.25500110958762
1550,169.93014668771104
1551,296.654290170042
1552,254.772610499812
1553,267.3286985599381
1554,323.3414574789514
1555,117.46504763382069
1556,523.5049088279341
1557,244.65648106332256
1558,693.4542242981463
1559,383.2205715876452
1560,173.7517957766213
1561,385.89276037202524
1562,713.9973481550974
1563,288.6184035026881
1564,565.0031578989199
1565,144.77972406470082
1566,151.29716053914717
1567,75.41016077374957
1568,391.5637668171296
1569,152.82338714293246
1570,399.7521209816443
1571,399.2935923437043
1572,261.5415341896114
1573,76.48209201148646
1574,265.0845051120825
1575,496.20983140663503
1576,371.5732377630732
1577,229.84900750203224
1578,146.73052443042343
1579,492.0247247962985
1580,-21.060962128151203
1581,390.9243525569747
1582,11.417545684764121
1583,115.76773853870313
1584,107.63884388655924
1585,94.4839415567221
1586,93.30797231622881
1587,80.3233469006201
1588,237.89086192354057
1589,153.2588794495813
1590,343.2357820780256
1591,79.01266510396653
1592,60.632031611988054
1593,285.8271173116602
1594,116.51872636279495
1595,326.7814331644219
1596,5.171399791545923
1597,239.14152819277035
1598,289.4748179076114
1599,91.9369861703025
1600,135.98155632178054
1601,73.0474700246223
1602,184.13893915660998
1603,260.0270365309207
1604,199.7842781707693
1605,337.39555015432927
1606,224.65381487564923
1607,577.0595578913741
1608,170.74105199354892
1609,459.39048776647553
1610,86.90914517731494
1611,266.59594233552417
1612,422.21033110229615
1613,491.0261624156882
1614,84.63146613232766
1615,159.97165612115424
1616,284.14049410459916
1617,122.92545860703319
1618,280.0695837430634
1619,224.02223004303426
1620,297.2015374324532
1621,50.088150505752424
1622,212.21502323205925
1623,198.19002989479577
1624,222.4850171419576
1625,214.4932388892968
1626,188.76074042691295
1627,109.96366677997025
1628,269.37075383362185
1629,57.95769304518646
1630,343.12213597737934
1631,322.5734087096041
1632,382.55657288721846
1633,206.90663930943828
1634,191.4813407673804
1635,145.0661386011687
1636,314.1738147478518
1637,327.06498988384124
1638,369.40673901505363
1639,295.6045379714889
1640,31.64901406483841
1641,204.51995630075731
1642,53.04852694424949
1643,18.099905589036894
1644,76.41325030897383
1645,598.919040235712
1646,639.7574056405638
1647,73.51452086516764
1648,467.7303178030389
1649,55.549456331406304
1650,463.59307971980894
1651,90.2755778806511
1652,100.77595879256779
1653,285.0549174970174
1654,430.29299982452227
1655,276.86010544667323
1656,211.43578110295755
1657,388.9036527703706
1658,425.8613990637137
1659,112.76518937620529
1660,262.0177870834656
1661,90.38766156485548
1662,161.6051085258988
1663,187.7718909639267
1664,330.35023065341574
1665,289.56166365398343
1666,47.588561850766325
1667,333.2497719299834
1668,418.11007244579673
1669,616.4383287987318
1670,201.20725911782085
1671,118.77886926132481
1672,464.7117403795286
1673,142.7493052503654
1674,423.6440303068762
1675,59.69917901711307
1676,253.81632158601883
1677,243.9765411539961
1678,282.2149243920451
1679,55.53946814303714
1680,179.48797921738253
1681,452.5947686113018
1682,379.41783431104375
1683,234.08043138127755
1684,389.76503212759144
1685,469.45289928044224
1686,109.06364301073705
1687,146.67716626566414
1688,228.03467071195007
1689,111.21241641296831
1690,111.23057936787168
1691,-5.493788008274748
1692,-77.52280162817578
1693,819.2501921693633
1694,270.6430630557707
1695,215.38912674584674
1696,402.99957597605624
1697,111.71238963017944
1698,247.57346541301473
1699,218.82538810829766
1700,345.34105579733045
1701,380.54771995126623
1702,212.96298176657422
1703,414.35857240221753
1704,193.7221001096437
1705,220.683386443171
1706,192.60662981340582
1707,144.0744252779781
1708,71.41512520755543
1709,264.45663833250114
1710,238.8051186699667
1711,154.77188489958888
1712,285.1301884762598
1713,479.3985322309636
1714,208.57918318600275
1715,297.01400423657526
1716,598.4295295275933
1717,165.83825156061005
1718,145.84020841081247
1719,288.1995820248574
1720,314.2231938805437
1721,539.4309099851132
1722,215.72039589150415
1723,409.341007143318
1724,538.4556887385215
1725,406.9011057940607
1726,413.16071453670816
1727,189.16541208691046
1728,281.77936387958283
1729,424.88233270858126
1730,345.8711855364454
1731,295.85752075754476
1732,75.11111314395629
1733,454.8071228666571
1734,267.0189522644834
1735,68.72308556499416
1736,368.897955019735
1737,60.3426780352832
1738,487.13769103144307
1739,234.12863593235085
1740,566.1019181680716
1741,32.134154805336266
1742,249.9709356936646
1743,78.76979397453533
1744,76.65238615404809
1745,140.87329729376438
1746,105.50613664755338
1747,161.3071105170022
1748,482.90974391853445
1749,85.41842021037587
1750,85.41562754194433
1751,5.3859115192979345
1752,413.12535133655115
1753,101.48711092899131
1754,207.31250752903793
1755,88.74689305965546
1756,69.14255149235623
1757,64.35246696599594
1758,149.50751980751892
1759,198.30167228514296
1760,467.02505903740274
1761,508.9591381411778
1762,282.551276174695
1763,252.66210840569698
1764,65.46645880683718
1765,574.4763325143114
1766,410.79663928413197
1767,272.0258756859064
1768,102.73163408633226
1769,370.2090387921713
1770,128.71275270991487
1771,-9.181542724551292
1772,267.8890410234677
1773,284.63988795268756
1774,91.09084392990661
1775,427.9766929014765
1776,225.25918290506576
1777,320.8059785716161
1778,276.05125166707666
1779,215.52708968438736
1780,313.7256397816494
1781,538.4819048719677
1782,356.24482253465675
1783,60.36375579111228
1784,90.18404041168924
1785,147.9470849808364
1786,245.89700153736578
1787,173.32049221919783
1788,474.01884484669125
1789,102.58028678786542
1790,70.88304839465286
1791,127.64403369096999
1792,389.06643237169686
1793,382.8066515218564
1794,264.2258043953385
1795,158.15202726042435
1796,427.734817860507
1797,325.507853609604
1798,261.07592368453965
1799,213.00963147133774
1800,194.95048614229881
1801,94.9713069167899
1802,252.38984197197635
1803,184.5715714024833
1804,466.72730457486983
1805,492.8724385195083
1806,178.00054955625535
1807,280.86215195534646
1808,199.87442010037125
1809,326.0393223558833
1810,298.4473290141121
1811,267.5355607821423
1812,233.79855176659686
1813,413.6340716793216
1814,183.14848381277633
1815,347.3020371036299
1816,107.8963113954054
1817,263.76964876957214
1818,387.7491022312916
1819,258.88520587598026
1820,221.54566394061072
1821,420.117665755909
1822,512.8639860342929
1823,601.0821816222827
1824,344.9142042502608
1825,219.15621691586927
1826,166.22694168826337
1827,199.29711330287046
1828,70.3292354801496
1829,300.12735228217497
1830,256.2501533887786
1831,248.5387212976862
1832,296.76570736764404
1833,242.91652945021426
1834,200.54451134330327
1835,104.71662034917824
1836,164.39998286827193
1837,383.56285555414064
1838,157.29381608530412
1839,282.3454811813255
1840,266.6553254226066
1841,114.4157942112571
1842,315.6396373367604
1843,43.99435887809403
1844,217.875080149719
1845,270.8269836232881
1846,295.6236277420594
1847,419.05821254514296
1848,251.8373664715246
1849,123.90381178302772
1850,128.593173093583
1851,74.0651641729238
1852,517.0255661447457
1853,277.53308099748153
1854,356.5273120947636
1855,205.9974636940529
1856,201.45413738613001
1857,413.37475366947626
1858,297.1829576904215
1859,191.12330447053864
1860,340.5393928440116
1861,313.11755899103355
1862,213.1030394430454
1863,237.10237192337297
1864,254.90613096405025
1865,120.1313645679918
1866,362.7675151790898
1867,269.1671945403854
1868,384.16824843174265
1869,115.27105446351527
1870,381.52163360782447
1871,199.68914022896632
1872,182.71156578982598
1873,222.54616969950695
1874,85.43005521913494
1875,107.28778231055139
1876,521.2617577202113
1877,166.70872563661996
1878,281.5267345559961
1879,515.3605611218868
1880,388.15848391188695
1881,314.8109680462727
1882,73.46199722437763
1883,209.89467565423462
1884,106.70371505509092
1885,433.68520618914044
1886,33.838271400703206
1887,128.4347384165111
1888,202.5604401731523
1889,305.6390057618127
1890,324.5953652593512
1891,93.64057263219175
1892,326.8019476438828
1893,260.6914128062384
1894,209.50530885514127
1895,238.7036651847535
1896,358.4355108049692
1897,225.20888252097376
1898,241.00046233145173
1899,503.31467866954995
1900,159.6926130506078
1901,372.44212409978013
1902,555.3611811136994
1903,99.74421812753346
1904,446.02698653614016
1905,72.24913405451971
1906,363.88822513208606
1907,61.95470635314348
1908,274.324633688125
1909,186.19342029612034
1910,470.7527640122958
1911,221.16228306618052
1912,427.535936816918
1913,224.56533525871407
1914,400.4276909043958
1915,288.4853701429397
1916,81.39250404264635
1917,170.35786027981837
1918,185.67270581501924
1919,345.2654304739872
1920,102.72201215803449
1921,193.09256205216627
1922,388.54440175461696
1923,283.6851873557305
1924,253.20628119558808
1925,292.92791828853456
1926,91.85311455099924
1927,48.88844045689268
1928,294.65153971212607
1929,342.3998759721456
1930,350.93440393669573
1931,103.88960341964858
1932,241.10344022795675
1933,72.21659711507205
1934,327.909339648063
1935,76.46633378033923
1936,53.571414255590156
1937,379.06837354320686
1938,392.1882590189994
1939,280.19678721334395
1940,87.79327169585068
1941,376.25146137819775
1942,235.84583285536462
1943,296.07888341873695
1944,125.95002786068426
1945,237.03593012625987
1946,25.42740331985499
1947,301.8446749858299
1948,590.0505083648036
1949,379.7592436510725
1950,386.2084506036643
1951,249.96016512770473
1952,188.39011414419338
1953,59.47241867902156
1954,76.95419479561349
1955,279.3689493484395
1956,101.3503650785907
1957,192.1003401512894
1958,144.61460619777472
1959,150.0805168186613
1960,253.39893029431448
1961,115.40922956867638
1962,259.8517763454646
1963,60.85799967167304
1964,261.93264639257075
1965,397.85881800615357
1966,123.96337993999305
1967,100.86796093159046
1968,415.1654482669239
1969,335.8015946376361
1970,475.34334769141327
1971,81.02723994789017
1972,56.414560272010476
1973,365.33649486304125
1974,264.23093946614927
1975,63.91214742057724
1976,321.44261864170403
1977,24.360304501341403
1978,201.9851557529065
1979,132.70762416001594
1980,381.4227477157766
1981,108.11025452857965
1982,344.65622269275354
1983,57.086151527370106
1984,99.86647231504782
1985,815.1448473652329
1986,213.2515772094048
1987,581.5728347681834
1988,218.27084480627593
1989,148.7289800041379
1990,128.57564768146568
1991,341.07790612298186
1992,242.30466585612322
1993,153.1630751408552
1994,47.01482986583369
1995,119.89724365824577
1996,433.32546155000733
1997,166.29263524590738
1998,188.3956074513909
1999,262.0369480136824
2000,319.10443263813363
2001,222.510971461199
2002,340.6605610662971
2003,48.94336289175408
2004,528.7037251061828
2005,136.7235372166964
2006,256.92946845013637
2007,160.17951382197342
2008,313.10137005276374
2009,33.801142064951776
2010,37.40997525571427
2011,179.89468720288937
2012,163.40952584708276
2013,198.5754323750767
2014,236.966138275224
2015,918.1214002789873
2016,165.79752264594072
2017,255.45192492724902
2018,206.86880336621326
2019,136.15687268478626
2020,86.60087601865274
2021,234.9524503396891
2022,320.652371009115
2023,374.7118701737421
2024,242.41178165924492
2025,349.1685869680927
2026,170.8577618076193
2027,188.6334083080855
2028,324.7458500181526
2029,253.35160882521384
2030,132.0710086370051
2031,287.8421645658193
2032,346.54305978141406
2033,344.92966149009123
2034,157.4203524133835
2035,-11.802272901430683
2036,277.75296455547607
2037,137.3658377675772
2038,277.9247235319727
2039,73.84142476406555
2040,196.89652073551986
2041,245.03968286374752
2042,565.7093340219324
2043,407.69494015380303
2044,245.01038120344742
2045,330.4407220972248
2046,240.4930548091295
2047,434.5518041311321
2048,263.74382614981386
2049,199.93288280461454
2050,256.24967983815145
2051,319.6943029691868
2052,308.3402065006782
2053,273.90168460353823
2054,22.667541115569634
2055,200.85502209910953
2056,96.82515492365931
2057,274.43346739854115
2058,59.88642060352322
2059,300.1732155341309
2060,60.229527206078444
2061,214.37519082734696
2062,201.08673338516894
2063,92.26758996726528
2064,86.3521226016698
2065,153.91135392388105
2066,40.51022371464404
2067,238.3289554946877
2068,194.32595468553632
2069,380.19537008708517
2070,249.5362473258387
2071,138.93831611597372
2072,66.16898699407818
2073,350.35009082729334
2074,144.4861545807638
2075,291.1376343590721
2076,193.0655187985273
2077,176.8266293597784
2078,56.412296420433165
2079,380.2342422338045
2080,107.82490246788473
2081,261.63167055906297
2082,177.46913278471595
2083,166.08084167122115
2084,141.29170864979028
2085,246.60226975224415
2086,295.297449802027
2087,160.62249446299637
2088,91.83287826168947
2089,351.69193424931916
2090,46.452222614480775
2091,293.1551177332407
2092,242.3444123061579
2093,124.26970188591608
2094,125.12657402920917
2095,395.67370395366873
2096,237.44922362699378
2097,70.67664209483505
2098,152.4785507712013
2099,346.6893190111535
2100,237.19693395882985
2101,326.9593143568906
2102,172.35809766605064
2103,119.24744427688734
2104,225.441631942039
2105,134.40337770478237
2106,612.8201016138004
2107,246.09121356769992
2108,208.4998012299107
2109,244.61642467912856
2110,35.78031411774046
2111,510.79111267599626
2112,348.18836454260907
2113,317.1295059825187
2114,57.17328157163337
2115,13.941693650679838
2116,122.34565563984665
2117,128.50834041520272
2118,139.9706099170756
2119,126.53225889171358
2120,588.1301414404925
2121,184.12162360239068
2122,378.301500767664
2123,137.43177684793852
2124,193.53868856610706
2125,518.4694700092906
2126,201.3994683352537
2127,309.96995629075366
2128,122.25155581676961
2129,322.66054394799625
2130,97.04288092849461
2131,422.70792014142614
2132,204.92495666065548
2133,151.1234315713167
2134,61.74239409691296
2135,355.4470478822925
2136,240.81876771257907
2137,122.54310765576139
2138,282.93710973069835
2139,141.3560594949239
2140,163.9252815109602
2141,257.0030181849921
2142,238.5031806915755
2143,297.32169221067477
2144,238.57896977609175
2145,132.70102752539566
2146,277.86082465967314
2147,266.38638020647016
2148,172.8509410120164
2149,310.413949059044
2150,156.59968504501572
2151,336.9246267139483
2152,435.0548778478775
2153,333.5584692914172
2154,399.4740611533615
2155,188.78992614949811
2156,131.73452821578724
2157,304.72620903613046
2158,151.44169654941075
2159,93.68698825231664
2160,135.75254648067454
2161,-19.76518740706217
2162,309.324561741089
2163,271.4767955812092
2164,437.7483836717006
2165,228.82810158321166
2166,127.1628509057648
2167,494.9090888791126
2168,272.8829533228726
2169,493.75990712454035
2170,209.4996715563656
2171,106.58795122096149
2172,31.52291833954837
2173,51.8992379212516
2174,60.06103313601244
2175,215.4213078433458
2176,349.1909294500316
2177,285.7092607954471
2178,140.78568434720444
2179,282.18286642309704
2180,143.76892882457295
2181,335.9851319982704
2182,524.2198935422356
2183,204.3929932711901
2184,135.66489258873315
2185,85.04584619535382
2186,270.3003128124438
2187,52.11027999216208
2188,390.0911168401828
2189,265.3640096464918
2190,194.82395276875337
2191,244.6359813810659
2192,186.88382463153323
2193,52.563903836161614
2194,243.86381902363672
2195,154.38140382269245
2196,146.38693146117168
2197,247.84898056732658
2198,317.7118858027563
2199,131.81560188423157
2200,90.32364119505814
2201,332.21879530482
2202,266.4659098657869
2203,134.78578393273432
2204,297.783918506753
2205,221.85802279410137
2206,336.267670913849
2207,29.946632522359934
2208,485.54211262030196
2209,203.33286258798108
2210,83.82446806903943
2211,488.9843605117532
2212,228.80186760351015
2213,337.09248664042667
2214,-21.734307806512902
2215,99.51623567749998
2216,320.9511548029527
2217,69.05970439229588
2218,336.7595598354818
2219,220.05074031365564
2220,264.73755559825645
2221,204.05202234168485
2222,357.80961940858674
2223,93.9406875536931
2224,146.43761122252204
2225,183.23503905108083
2226,383.39018395985534
2227,337.9460119563731
2228,140.85368522915022
2229,211.33979894436717
2230,602.1050172102114
2231,84.81988064563524
2232,223.87154944937606
2233,83.45237798762861
2234,536.9668677046365
2235,385.92327022680627
2236,228.78496531852846
2237,205.67270644865215
2238,255.24153676573565
2239,329.5866907926152
2240,250.24230896308205
2241,263.6461155502227
2242,106.43622771937225
2243,128.51892640398864
2244,127.01603291173817
2245,449.2192179909058
2246,335.6542591148984
2247,272.705000297313
2248,247.04962959111873
2249,132.6079353853678
2250,101.08174622846741
2251,257.65958539820303
2252,39.19149212325863
2253,132.13622057513777
2254,169.68996452567666
2255,109.54759378961256
2256,333.5507900123785
2257,71.72085568862789
2258,347.8063886170105
2259,253.03338204564636
2260,269.39531779121
2261,154.73006108505444
2262,187.96785491157448
2263,565.7429217924742
2264,253.609118179495
2265,130.84204536836512
2266,138.56657369595052
2267,79.14191814722383
2268,290.46991501662035
2269,187.24765763825292
2270,221.39861095296465
2271,643.4369001420368
2272,491.78842404185616
2273,227.09475051858118
2274,323.2688344218259
2275,264.61262331815186
2276,107.2197835900887
2277,400.51786767453757
2278,109.6595860579182
2279,191.2316413017383
2280,219.42185590308515
2281,113.69590453957119
2282,211.30448414230466
2283,251.945643348256
2284,221.2418168121497
2285,239.93328815199035
2286,386.0348178538096
2287,130.98799713715562
2288,392.0811735798542
2289,58.24341805282518
2290,496.02264806952365
2291,125.06074452844769
2292,-45.45113216424852
2293,94.20223173471003
2294,119.68445917490499
2295,198.9860375822844
2296,116.09343190436459
2297,28.07253725576666
2298,309.39575312388956
2299,-25.836065696238393
2300,302.36822212548594
2301,240.41486377241716
2302,336.53265601658416
2303,95.98633015588615
2304,322.49138780129783
2305,205.2446937021225
2306,111.30972116775027
2307,128.97654875225663
2308,145.22833267337023
2309,219.84446779832973
2310,388.4317758872086
2311,104.7738623378811
2312,115.52539299353325
2313,155.1398035135444
2314,382.3122498531467
2315,242.24599782408427
2316,460.99104460854153
2317,268.62876497794844
2318,207.18726967516113
2319,467.0280085904127
2320,368.1471133025217
2321,97.4017672619159
2322,229.4785894002531
2323,311.30001475385467
2324,46.39094384623252
2325,234.95035048220586
2326,170.48741504466994
2327,287.8347694018566
2328,71.53345818059779
2329,184.7158314992376
2330,496.36508191238994
2331,268.3822418773103
2332,290.4456074193214
2333,182.97550779211565
2334,128.36310075451422
2335,409.52217287057306
2336,124.2749168427278
2337,408.33594639409796
2338,63.993982031743144
2339,497.4349164266413
2340,-0.13445271620139465
2341,477.97851355125704
2342,109.5099491083036
2343,312.0486713173439
2344,265.5173370147211
2345,74.36795067806008
2346,130.37299320519043
2347,318.9953263075239
2348,287.2538891213795
2349,256.03474678280116
2350,98.98086800424727
2351,280.05267642390356
2352,265.3861131540079
2353,53.159229820886054
2354,112.37027760794047
2355,141.27845896091083
2356,197.0566126297017
2357,216.43110223745936
2358,353.6114967352823
2359,413.472420120287
2360,223.31339957229864
2361,184.76039909917648
2362,294.312450270114
2363,392.75060323005937
2364,314.7072429388398
2365,369.2211561823501
2366,234.46415878788332
2367,238.72950205101586
2368,313.3186843329822
2369,163.83809407635403
2370,233.63350975468308
2371,91.63945400400809
2372,413.57613836367244
2373,158.08932029935147
2374,424.7695941772123
2375,177.95747930461977
2376,226.17467750967597
2377,107.76186673871877
2378,273.9274189657925
2379,223.94032593101753
2380,129.73427910477204
2381,223.77293915586495
2382,59.41785103863066
2383,209.97010559433983
2384,377.279939316603
2385,447.46707804641557
2386,577.8310974348018
2387,227.36509679551875
2388,170.9915609699467
2389,241.72336378523715
2390,127.77535208237236
2391,308.38554492342536
2392,152.847049010423
2393,184.57161287267928
2394,175.12051310233096
2395,87.87376390907181
2396,143.9715122906076
2397,78.49585480872167
2398,195.62413247324866
2399,231.02047805022698
2400,419.0885897477993
2401,106.40420092240967
2402,113.51786087077505
2403,568.3125510610821
2404,198.7580752880304
2405,96.34556704376644
2406,246.44809995388056
2407,289.8823454576948
2408,89.59778883044092
2409,161.73255915804134
2410,236.39480092446252
2411,157.28577203657233
2412,321.16940830528927
2413,223.19843451076196
2414,325.24718780704103
2415,265.9878332408416
2416,139.76014179278314
2417,101.80174263887466
2418,144.821387615439
2419,145.23859392063713
2420,169.7793625285579
2421,300.50120552638515
2422,238.1607473932923
2423,219.73779882702613
2424,430.6684578598655
2425,316.52751260477595
2426,239.07043445896574
2427,102.45904187705136
2428,70.69049592192982
2429,472.5449771211165
2430,74.78067221331696
2431,477.74597976154985
2432,666.5054172468614
2433,442.15478658868335
2434,343.68668098511114
2435,547.8367681495331
2436,148.9858539703742
2437,154.5759362452515
2438,542.6541810268095
2439,210.47697946970277
2440,319.4747166603222
2441,586.2114274489849
2442,463.0036675783113
2443,254.70751484101555
2444,213.13036495194262
2445,159.03592759068334
2446,414.1748170084058
2447,182.9559021833781
2448,1.1353004497196366
2449,267.09892801337577
2450,358.4525509723609
2451,96.77054721674546
2452,228.77065608720503
2453,404.99127102803425
2454,128.8649126536023
2455,342.1382930292252
2456,146.10607773678134
2457,213.21286752031978
2458,139.29893762134765
2459,222.37615892559904
2460,67.58939177829248
2461,613.3544064941359
2462,283.3977603234266
2463,92.57116530420996
2464,124.15858119498893
2465,199.53733355233578
2466,112.40859133300984
2467,578.0613114617223
2468,372.62256102398555
2469,589.5271055931905
2470,40.84551689136093
2471,156.8412142958701
2472,225.47177919829574
2473,255.49883163700497
2474,381.28527397609173
2475,146.58247178070474
2476,150.9651743457075
2477,219.1846369810446
2478,642.3810368179168
2479,263.52463736632274
2480,32.27889322560134
2481,736.8623133614145
2482,505.8005967274157
2483,357.1039319258181
2484,176.47154059962497
2485,183.05930468628014
2486,109.09463327587562
2487,215.15317385261488
2488,565.6345293327921
2489,161.97033498325868
2490,201.1119631669514
2491,200.2192449729929
2492,278.1642733085645
2493,266.9777601346107
2494,509.21697046649155
2495,301.23856212067363
2496,185.07221200986538
2497,116.2418710834024
2498,178.5893187879285
2499,313.7501859945996
2500,157.2399636614985
2501,-8.10874378310831
2502,193.26314139720438
2503,223.5220842819257
2504,390.6326199825601
2505,475.15845046031706
2506,324.67470879262737
2507,216.68519511816584
2508,185.21586498353065
2509,385.85740753182455
2510,30.662551129781747
2511,577.4323300627238
2512,275.30264778484366
2513,263.61612977291895
2514,300.6192902739143
2515,61.670274184418645
2516,17.373379523958874
2517,248.7182099181672
2518,317.79786941890416
2519,255.79076725684195
2520,209.3094562354645
2521,208.4124881364428
2522,127.09747392127554
2523,494.0233190576381
2524,129.77323079990407
2525,398.7586015488945
2526,364.3931038955032
2527,68.49563632226051
2528,617.4082453835438
2529,521.4634424627585
2530,317.8597392050998
2531,389.925917986828
2532,457.18641337601423
2533,309.771787305849
2534,109.331191341931
2535,131.9287684348824
2536,504.6400150572042
2537,472.35798930001863
2538,441.7296564181269
2539,267.542795332394
2540,184.5603513019812
2541,108.88915714441492
2542,304.20282648125544
2543,235.04044845910312
2544,516.4940812209375
2545,244.47948161917105
2546,172.39669610851405
2547,525.3291478140331
2548,183.68500352035588
2549,324.42900376320006
2550,174.61979310633865
2551,410.517548464712
2552,122.20888685478303
2553,222.35410905686535
2554,913.4262515767361
2555,221.06487766456218
2556,131.04037679993
2557,340.21729613459775
2558,276.99140900089157
2559,210.55807447167174
2560,302.2668891275604
2561,108.16440124495443
2562,516.5758035922554
2563,357.97806508230286
2564,520.7589607397286
2565,145.25851840527775
2566,532.865810523987
2567,222.9197155398797
2568,145.16672275953778
2569,404.22063451608557
2570,223.54364362517654
2571,103.30782648968197
2572,351.60278172159076
2573,261.59972106441717
2574,470.1975664439745
2575,381.374690791381
2576,246.09934787281793
2577,124.17867161103516
2578,192.0321503168634
2579,238.10447166785787
2580,704.3759874738402
2581,292.4131708082718
2582,409.936548742773
2583,14.95159659419852
2584,8.85852631602836
2585,284.9478610941058
2586,180.26400699741043
2587,530.0779756412066
2588,114.31479089615004
2589,302.62722170064524
2590,74.9488507472065
2591,255.41065420539024
2592,377.18771016198525
2593,151.1958579975402
2594,183.70330871612322
2595,299.30148668090095
2596,298.8768704637188
2597,340.4388185838116
2598,-56.90483407139874
2599,119.95884898220538
2600,127.47376267066323
2601,364.054169742577
2602,137.71408780722342
2603,305.4647035542804
2604,109.05309812837902
2605,130.24906916670324
2606,212.98117818437237
2607,325.55469767990576
2608,215.33198883784019
2609,610.0813826714163
2610,347.7839334094904
2611,73.13928635026565
2612,271.98556323951107
2613,402.16137465897896
2614,26.143745627076754
2615,305.9801864285089
2616,199.3139338505772
2617,401.46423469521113
2618,216.78507995169196
2619,566.3242534749309
2620,122.42430077188669
2621,-31.99536194444289
2622,58.80700308067048
2623,48.40273310086732
2624,286.37131830413045
2625,320.65277081422744
2626,507.02818589221135
2627,126.07198953714749
2628,118.5562360282895
2629,310.97923059427535
2630,460.10975038964614
2631,558.6218624129192
2632,196.76576127390967
2633,139.61274166977728
2634,157.2827329252704
2635,88.02079230083154
2636,99.96523528919192
2637,316.9205568762537
2638,472.04174072090876
2639,139.50623609115507
